erro, temperatura atual, integral
1.02, 302.13, 151.37
1.02, 302.13, 151.47
0.93, 302.22, 151.57
0.93, 302.22, 151.67
0.93, 302.22, 151.76
0.93, 302.22, 151.86
0.93, 302.22, 151.95
0.93, 302.22, 152.04
1.02, 302.13, 152.14
0.93, 302.22, 152.24
0.93, 302.22, 152.34
0.93, 302.22, 152.43
0.93, 302.22, 152.53
0.93, 302.22, 152.62
0.93, 302.22, 152.72
0.93, 302.22, 152.81
0.84, 302.31, 152.9
0.93, 302.22, 152.99
0.93, 302.22, 153.08
0.93, 302.22, 153.18
0.93, 302.22, 153.27
0.93, 302.22, 153.37
0.93, 302.22, 153.46
0.84, 302.31, 153.55
0.84, 302.31, 153.64
0.84, 302.31, 153.72
0.84, 302.31, 153.81
0.84, 302.31, 153.89
0.84, 302.31, 153.98
0.84, 302.31, 154.06
0.84, 302.31, 154.15
0.84, 302.31, 154.23
0.84, 302.31, 154.32
0.84, 302.31, 154.41
0.84, 302.31, 154.49
0.84, 302.31, 154.58
0.84, 302.31, 154.66
0.84, 302.31, 154.75
0.84, 302.31, 154.83
0.84, 302.31, 154.92
0.84, 302.31, 155.0
0.84, 302.31, 155.09
0.84, 302.31, 155.17
0.84, 302.31, 155.26
0.84, 302.31, 155.34
0.84, 302.31, 155.43
0.75, 302.4, 155.51
0.75, 302.4, 155.59
0.75, 302.4, 155.66
0.75, 302.4, 155.74
0.75, 302.4, 155.81
0.75, 302.4, 155.89
0.75, 302.4, 155.97
0.84, 302.31, 156.05
0.75, 302.4, 156.13
0.75, 302.4, 156.2
0.75, 302.4, 156.28
0.75, 302.4, 156.36
0.75, 302.4, 156.43
0.66, 302.49, 156.5
0.75, 302.4, 156.57
0.75, 302.4, 156.65
0.75, 302.4, 156.73
0.75, 302.4, 156.8
0.75, 302.4, 156.88
0.75, 302.4, 156.95
0.75, 302.4, 157.03
0.75, 302.4, 157.11
0.75, 302.4, 157.18
0.75, 302.4, 157.26
0.75, 302.4, 157.33
0.75, 302.4, 157.41
0.75, 302.4, 157.49
0.75, 302.4, 157.56
0.75, 302.4, 157.64
0.66, 302.49, 157.71
0.66, 302.49, 157.78
0.66, 302.49, 157.84
0.66, 302.49, 157.91
0.66, 302.49, 158.04
0.66, 302.49, 158.11
0.75, 302.4, 158.18
0.66, 302.49, 158.25
0.66, 302.49, 158.32
0.66, 302.49, 158.39
0.66, 302.49, 158.45
0.66, 302.49, 158.52
0.66, 302.49, 158.59
0.66, 302.49, 158.65
0.66, 302.49, 158.72
0.66, 302.49, 158.79
0.66, 302.49, 158.85
0.66, 302.49, 158.92
0.66, 302.49, 158.99
0.57, 302.58, 159.05
0.57, 302.58, 159.11
0.57, 302.58, 159.16
0.57, 302.58, 159.22
0.57, 302.58, 159.28
0.57, 302.58, 159.34
0.66, 302.49, 159.4
0.57, 302.58, 159.46
0.57, 302.58, 159.52
0.57, 302.58, 159.58
0.57, 302.58, 159.63
0.57, 302.58, 159.69
0.57, 302.58, 159.75
0.57, 302.58, 159.8
0.57, 302.58, 159.86
0.57, 302.58, 159.92
0.57, 302.58, 159.98
0.57, 302.58, 160.04
0.57, 302.58, 160.09
0.57, 302.58, 160.15
0.57, 302.58, 160.21
0.47, 302.68, 160.26
0.57, 302.58, 160.31
0.57, 302.58, 160.37
0.57, 302.58, 160.43
0.47, 302.68, 160.48
0.57, 302.58, 160.53
0.57, 302.58, 160.59
0.57, 302.58, 160.65
0.47, 302.68, 160.7
0.57, 302.58, 160.75
0.47, 302.68, 160.81
0.47, 302.68, 160.86
0.47, 302.68, 160.9
0.47, 302.68, 160.95
0.47, 302.68, 161.0
0.47, 302.68, 161.05
0.47, 302.68, 161.1
0.47, 302.68, 161.14
0.47, 302.68, 161.19
0.47, 302.68, 161.24
0.47, 302.68, 161.29
0.47, 302.68, 161.34
0.47, 302.68, 161.39
0.47, 302.68, 161.43
0.47, 302.68, 161.48
0.47, 302.68, 161.53
0.47, 302.68, 161.58
0.47, 302.68, 161.63
0.47, 302.68, 161.67
0.47, 302.68, 161.72
0.38, 302.77, 161.77
0.47, 302.68, 161.81
0.47, 302.68, 161.86
0.47, 302.68, 161.9
0.47, 302.68, 161.95
0.47, 302.68, 162.0
0.47, 302.68, 162.05
0.47, 302.68, 162.1
0.38, 302.77, 162.14
0.38, 302.77, 162.18
0.38, 302.77, 162.22
0.38, 302.77, 162.26
0.38, 302.77, 162.3
0.38, 302.77, 162.34
0.47, 302.68, 162.38
0.38, 302.77, 162.42
0.38, 302.77, 162.46
0.38, 302.77, 162.5
0.38, 302.77, 162.54
0.38, 302.77, 162.58
0.38, 302.77, 162.62
0.29, 302.86, 162.65
0.38, 302.77, 162.69
0.38, 302.77, 162.72
0.38, 302.77, 162.76
0.38, 302.77, 162.8
0.38, 302.77, 162.84
0.38, 302.77, 162.88
0.29, 302.86, 162.91
0.29, 302.86, 162.94
0.29, 302.86, 162.97
0.29, 302.86, 163.0
0.29, 302.86, 163.03
0.38, 302.77, 163.07
0.38, 302.77, 163.11
0.29, 302.86, 163.14
0.38, 302.77, 163.17
0.29, 302.86, 163.21
0.29, 302.86, 163.24
0.29, 302.86, 163.27
0.29, 302.86, 163.3
0.29, 302.86, 163.33
0.29, 302.86, 163.35
0.29, 302.86, 163.38
0.29, 302.86, 163.41
0.29, 302.86, 163.44
0.29, 302.86, 163.47
0.29, 302.86, 163.5
0.29, 302.86, 163.53
0.29, 302.86, 163.56
0.2, 302.95, 163.59
0.29, 302.86, 163.61
0.29, 302.86, 163.64
0.29, 302.86, 163.67
0.29, 302.86, 163.7
0.29, 302.86, 163.73
0.29, 302.86, 163.76
0.2, 302.95, 163.78
0.2, 302.95, 163.8
0.29, 302.86, 163.83
0.29, 302.86, 163.86
0.29, 302.86, 163.89
0.29, 302.86, 163.92
0.2, 302.95, 163.94
0.2, 302.95, 163.96
0.29, 302.86, 163.99
0.2, 302.95, 164.01
0.2, 302.95, 164.03
0.2, 302.95, 164.05
0.2, 302.95, 164.07
0.2, 302.95, 164.09
0.2, 302.95, 164.11
0.2, 302.95, 164.13
0.2, 302.95, 164.15
0.2, 302.95, 164.17
0.2, 302.95, 164.19
0.2, 302.95, 164.21
0.2, 302.95, 164.23
0.2, 302.95, 164.25
0.2, 302.95, 164.27
0.11, 303.04, 164.29
0.2, 302.95, 164.31
0.2, 302.95, 164.33
0.2, 302.95, 164.35
0.2, 302.95, 164.37
0.2, 302.95, 164.39
0.11, 303.04, 164.4
0.11, 303.04, 164.41
0.11, 303.04, 164.42
0.11, 303.04, 164.43
0.2, 302.95, 164.45
0.2, 302.95, 164.47
0.11, 303.04, 164.49
0.11, 303.04, 164.5
0.11, 303.04, 164.51
