erro, temperatura atual, integral
2.69, 298.46, 218.94
2.78, 298.37, 219.22
2.69, 298.46, 219.49
2.69, 298.46, 219.77
2.78, 298.37, 220.04
2.78, 298.37, 220.32
2.78, 298.37, 220.61
2.78, 298.37, 220.89
2.78, 298.37, 221.17
2.69, 298.46, 221.45
2.69, 298.46, 221.72
2.69, 298.46, 222.0
2.69, 298.46, 222.27
2.69, 298.46, 222.54
2.78, 298.37, 222.82
2.78, 298.37, 223.1
2.69, 298.46, 223.38
2.69, 298.46, 223.65
2.69, 298.46, 223.93
2.69, 298.46, 224.2
2.69, 298.46, 224.47
2.69, 298.46, 224.75
2.69, 298.46, 225.02
2.69, 298.46, 225.29
2.69, 298.46, 225.57
2.69, 298.46, 225.84
2.78, 298.37, 226.12
2.69, 298.46, 226.4
2.69, 298.46, 226.67
2.69, 298.46, 226.94
2.69, 298.46, 227.22
2.69, 298.46, 227.49
2.69, 298.46, 227.76
2.69, 298.46, 228.03
2.69, 298.46, 228.31
2.69, 298.46, 228.58
2.69, 298.46, 228.86
2.69, 298.46, 229.13
2.69, 298.46, 229.4
2.6, 298.55, 229.67
2.6, 298.55, 229.94
2.69, 298.46, 230.21
2.69, 298.46, 230.48
2.69, 298.46, 230.75
2.69, 298.46, 231.03
2.69, 298.46, 231.3
2.78, 298.37, 231.58
2.69, 298.46, 231.85
2.69, 298.46, 232.13
2.6, 298.55, 232.4
2.6, 298.55, 232.66
2.6, 298.55, 232.93
2.6, 298.55, 233.19
2.6, 298.55, 233.45
2.6, 298.55, 233.72
2.69, 298.46, 233.99
2.6, 298.55, 234.26
2.6, 298.55, 234.52
2.6, 298.55, 234.79
2.6, 298.55, 235.05
2.6, 298.55, 235.31
2.6, 298.55, 235.58
2.6, 298.55, 235.84
2.6, 298.55, 236.11
2.69, 298.46, 236.38
2.6, 298.55, 236.65
2.6, 298.55, 236.91
2.6, 298.55, 237.17
2.6, 298.55, 237.44
2.6, 298.55, 237.7
2.6, 298.55, 237.97
2.6, 298.55, 238.23
2.6, 298.55, 238.5
2.6, 298.55, 238.76
2.6, 298.55, 239.03
2.6, 298.55, 239.29
2.6, 298.55, 239.56
2.6, 298.55, 239.82
2.6, 298.55, 240.08
2.6, 298.55, 240.35
2.52, 298.63, 240.61
2.6, 298.55, 240.87
2.6, 298.55, 241.13
2.6, 298.55, 241.4
2.6, 298.55, 241.66
2.6, 298.55, 241.93
2.6, 298.55, 242.19
2.6, 298.55, 242.46
2.6, 298.55, 242.72
2.52, 298.63, 242.98
2.52, 298.63, 243.23
2.52, 298.63, 243.49
2.52, 298.63, 243.74
2.52, 298.63, 244.0
2.6, 298.55, 244.26
2.6, 298.55, 244.53
2.6, 298.55, 244.79
2.6, 298.55, 245.05
2.52, 298.63, 245.31
2.52, 298.63, 245.57
2.52, 298.63, 245.82
2.52, 298.63, 246.08
2.52, 298.63, 246.33
2.52, 298.63, 246.59
2.52, 298.63, 246.84
2.52, 298.63, 247.1
2.52, 298.63, 247.35
2.52, 298.63, 247.61
2.52, 298.63, 247.87
2.43, 298.72, 248.11
2.52, 298.63, 248.37
2.52, 298.63, 248.62
2.52, 298.63, 248.88
2.52, 298.63, 249.13
2.52, 298.63, 249.39
2.43, 298.72, 249.64
2.52, 298.63, 249.89
2.43, 298.72, 250.14
2.43, 298.72, 250.39
2.43, 298.72, 250.63
2.43, 298.72, 250.88
2.52, 298.63, 251.13
2.43, 298.72, 251.38
2.52, 298.63, 251.63
2.43, 298.72, 251.88
2.52, 298.63, 252.13
2.52, 298.63, 252.39
2.43, 298.72, 252.64
2.43, 298.72, 252.89
2.43, 298.72, 253.13
2.43, 298.72, 253.38
2.43, 298.72, 253.63
2.43, 298.72, 253.87
2.43, 298.72, 254.12
2.52, 298.63, 254.37
2.43, 298.72, 254.62
2.43, 298.72, 254.87
2.52, 298.63, 255.12
2.43, 298.72, 255.37
2.43, 298.72, 255.62
2.43, 298.72, 255.86
2.43, 298.72, 256.11
2.43, 298.72, 256.36
2.43, 298.72, 256.6
2.43, 298.72, 256.85
2.43, 298.72, 257.09
2.43, 298.72, 257.34
2.43, 298.72, 257.59
2.34, 298.81, 257.83
2.34, 298.81, 258.07
2.34, 298.81, 258.3
2.43, 298.72, 258.54
2.43, 298.72, 258.79
2.43, 298.72, 259.04
2.43, 298.72, 259.28
2.43, 298.72, 259.53
2.43, 298.72, 259.77
2.34, 298.81, 260.02
2.34, 298.81, 260.26
2.34, 298.81, 260.49
2.34, 298.81, 260.73
2.34, 298.81, 260.97
2.43, 298.72, 261.21
2.34, 298.81, 261.45
2.43, 298.72, 261.69
2.43, 298.72, 261.94
2.34, 298.81, 262.18
2.43, 298.72, 262.42
2.34, 298.81, 262.67
2.34, 298.81, 262.9
2.34, 298.81, 263.14
2.34, 298.81, 263.38
2.34, 298.81, 263.62
2.43, 298.72, 263.86
2.43, 298.72, 264.1
2.34, 298.81, 264.35
2.34, 298.81, 264.58
2.34, 298.81, 264.82
2.34, 298.81, 265.06
2.34, 298.81, 265.29
2.34, 298.81, 265.53
2.34, 298.81, 265.77
2.34, 298.81, 266.01
2.34, 298.81, 266.25
2.34, 298.81, 266.48
2.34, 298.81, 266.72
2.34, 298.81, 266.96
2.34, 298.81, 267.19
2.25, 298.9, 267.43
2.25, 298.9, 267.66
2.25, 298.9, 267.89
2.34, 298.81, 268.12
2.34, 298.81, 268.36
2.34, 298.81, 268.59
2.34, 298.81, 268.83
2.34, 298.81, 269.07
2.34, 298.81, 269.31
2.34, 298.81, 269.54
2.25, 298.9, 269.78
2.25, 298.9, 270.01
2.25, 298.9, 270.23
2.25, 298.9, 270.46
2.25, 298.9, 270.69
2.25, 298.9, 270.92
2.34, 298.81, 271.15
2.25, 298.9, 271.38
2.25, 298.9, 271.61
2.25, 298.9, 271.84
2.25, 298.9, 272.07
2.25, 298.9, 272.3
2.25, 298.9, 272.53
2.25, 298.9, 272.75
2.25, 298.9, 272.98
2.25, 298.9, 273.21
2.25, 298.9, 273.44
2.25, 298.9, 273.67
2.25, 298.9, 273.9
2.25, 298.9, 274.13
2.16, 298.99, 274.35
2.25, 298.9, 274.57
2.25, 298.9, 274.8
2.25, 298.9, 275.03
2.25, 298.9, 275.26
2.25, 298.9, 275.49
2.25, 298.9, 275.71
2.25, 298.9, 275.94
2.25, 298.9, 276.17
2.16, 298.99, 276.39
2.16, 298.99, 276.61
2.16, 298.99, 276.83
2.16, 298.99, 277.05
2.16, 298.99, 277.27
2.16, 298.99, 277.49
2.25, 298.9, 277.72
2.16, 298.99, 277.94
2.25, 298.9, 278.16
2.25, 298.9, 278.39
2.16, 298.99, 278.61
2.16, 298.99, 278.83
2.16, 298.99, 279.05
2.16, 298.99, 279.27
2.16, 298.99, 279.49
2.16, 298.99, 279.71
2.16, 298.99, 279.93
2.25, 298.9, 280.16
2.16, 298.99, 280.38
2.16, 298.99, 280.6
2.16, 298.99, 280.82
2.16, 298.99, 281.04
2.16, 298.99, 281.26
2.16, 298.99, 281.48
2.16, 298.99, 281.7
2.16, 298.99, 281.92
2.25, 298.9, 282.14
2.16, 298.99, 282.37
2.16, 298.99, 282.58
2.16, 298.99, 282.81
2.16, 298.99, 283.02
2.16, 298.99, 283.24
2.07, 299.08, 283.46
2.07, 299.08, 283.67
2.16, 298.99, 283.88
2.07, 299.08, 284.1
2.16, 298.99, 284.31
2.16, 298.99, 284.53
2.16, 298.99, 284.75
2.16, 298.99, 284.97
2.07, 299.08, 285.19
2.07, 299.08, 285.4
2.07, 299.08, 285.61
2.07, 299.08, 285.82
2.07, 299.08, 286.03
2.16, 298.99, 286.24
2.07, 299.08, 286.46
2.16, 298.99, 286.67
2.16, 298.99, 286.89
2.07, 299.08, 287.11
2.07, 299.08, 287.32
2.07, 299.08, 287.53
