erro, temperatura atual, integral
1.36, 299.79, 201.54
1.36, 299.79, 201.67
1.36, 299.79, 201.81
1.36, 299.79, 201.95
1.36, 299.79, 202.09
1.36, 299.79, 202.23
1.36, 299.79, 202.36
1.36, 299.79, 202.5
1.36, 299.79, 202.64
1.36, 299.79, 202.78
1.36, 299.79, 202.92
1.36, 299.79, 203.06
1.36, 299.79, 203.19
1.36, 299.79, 203.33
1.36, 299.79, 203.47
1.36, 299.79, 203.61
1.36, 299.79, 203.75
1.36, 299.79, 203.89
1.27, 299.88, 204.02
1.36, 299.79, 204.15
1.36, 299.79, 204.29
1.45, 299.7, 204.44
1.36, 299.79, 204.58
1.27, 299.88, 204.71
1.27, 299.88, 204.84
1.27, 299.88, 204.97
1.27, 299.88, 205.1
1.27, 299.88, 205.23
1.36, 299.79, 205.36
1.36, 299.79, 205.5
1.36, 299.79, 205.64
1.27, 299.88, 205.77
1.27, 299.88, 205.9
1.27, 299.88, 206.03
1.27, 299.88, 206.16
1.27, 299.88, 206.29
1.27, 299.88, 206.42
1.27, 299.88, 206.55
1.27, 299.88, 206.68
1.36, 299.79, 206.81
1.27, 299.88, 206.95
1.27, 299.88, 207.07
1.27, 299.88, 207.2
1.27, 299.88, 207.33
1.27, 299.88, 207.46
1.27, 299.88, 207.59
1.27, 299.88, 207.72
1.27, 299.88, 207.85
1.27, 299.88, 207.98
1.27, 299.88, 208.11
1.27, 299.88, 208.24
1.27, 299.88, 208.37
1.27, 299.88, 208.5
1.27, 299.88, 208.63
1.27, 299.88, 208.76
1.27, 299.88, 208.88
1.18, 299.97, 209.01
1.27, 299.88, 209.13
1.27, 299.88, 209.26
1.27, 299.88, 209.39
1.27, 299.88, 209.52
1.27, 299.88, 209.65
1.18, 299.97, 209.78
1.18, 299.97, 209.9
1.18, 299.97, 210.02
1.18, 299.97, 210.14
1.18, 299.97, 210.26
1.18, 299.97, 210.38
1.18, 299.97, 210.5
1.18, 299.97, 210.62
1.18, 299.97, 210.74
1.18, 299.97, 210.86
1.18, 299.97, 210.98
1.18, 299.97, 211.1
1.18, 299.97, 211.22
1.18, 299.97, 211.34
1.18, 299.97, 211.46
1.36, 299.79, 211.59
1.18, 299.97, 211.72
1.18, 299.97, 211.84
1.18, 299.97, 211.96
1.18, 299.97, 212.08
1.18, 299.97, 212.2
1.18, 299.97, 212.32
1.18, 299.97, 212.44
1.18, 299.97, 212.56
1.18, 299.97, 212.68
1.18, 299.97, 212.8
1.18, 299.97, 212.92
1.18, 299.97, 213.04
