erro, temperatura atual, integral
1.98, 299.17, 194.21
1.9, 299.25, 194.41
1.9, 299.25, 194.6
1.98, 299.17, 194.8
1.9, 299.25, 194.99
1.9, 299.25, 195.19
1.9, 299.25, 195.38
1.9, 299.25, 195.57
1.9, 299.25, 195.76
1.9, 299.25, 195.95
1.9, 299.25, 196.15
1.9, 299.25, 196.34
1.9, 299.25, 196.53
1.9, 299.25, 196.73
1.9, 299.25, 196.92
1.81, 299.34, 197.1
1.9, 299.25, 197.29
1.81, 299.34, 197.48
1.9, 299.25, 197.67
1.9, 299.25, 197.86
1.9, 299.25, 198.05
1.9, 299.25, 198.25
1.9, 299.25, 198.44
1.9, 299.25, 198.63
1.9, 299.25, 198.83
1.81, 299.34, 199.01
1.81, 299.34, 199.2
1.81, 299.34, 199.38
1.81, 299.34, 199.56
1.81, 299.34, 199.75
1.81, 299.34, 199.93
1.81, 299.34, 200.12
1.81, 299.34, 200.3
1.81, 299.34, 200.48
1.81, 299.34, 200.67
1.81, 299.34, 200.85
1.81, 299.34, 201.03
1.81, 299.34, 201.22
1.81, 299.34, 201.4
1.81, 299.34, 201.58
1.81, 299.34, 201.77
1.81, 299.34, 201.95
1.81, 299.34, 202.13
1.81, 299.34, 202.32
1.81, 299.34, 202.5
1.81, 299.34, 202.68
1.81, 299.34, 202.87
1.81, 299.34, 203.05
1.81, 299.34, 203.23
1.81, 299.34, 203.41
1.81, 299.34, 203.6
1.81, 299.34, 203.78
1.81, 299.34, 203.97
1.81, 299.34, 204.15
1.81, 299.34, 204.33
1.72, 299.43, 204.51
1.72, 299.43, 204.68
1.72, 299.43, 204.86
1.81, 299.34, 205.04
1.72, 299.43, 205.22
1.81, 299.34, 205.4
1.72, 299.43, 205.57
1.81, 299.34, 205.75
1.72, 299.43, 205.93
1.72, 299.43, 206.11
1.72, 299.43, 206.28
1.72, 299.43, 206.46
1.72, 299.43, 206.63
1.72, 299.43, 206.81
1.72, 299.43, 206.98
1.72, 299.43, 207.15
1.72, 299.43, 207.33
1.72, 299.43, 207.5
1.72, 299.43, 207.68
1.72, 299.43, 207.85
1.72, 299.43, 208.03
1.72, 299.43, 208.2
1.72, 299.43, 208.37
1.72, 299.43, 208.55
1.72, 299.43, 208.72
1.72, 299.43, 208.9
1.72, 299.43, 209.07
1.72, 299.43, 209.25
1.72, 299.43, 209.42
1.72, 299.43, 209.6
1.72, 299.43, 209.77
1.63, 299.52, 209.94
1.72, 299.43, 210.11
1.72, 299.43, 210.28
1.72, 299.43, 210.46
1.72, 299.43, 210.63
1.72, 299.43, 210.81
1.72, 299.43, 210.98
1.72, 299.43, 211.16
1.63, 299.52, 211.33
